The Snow Creature (1954),California,3.3,Multiple Locations,"American botanical expedition in the Himalayas stumbles across a Yeti den, capture one and transport it back to Los Angeles, where it escapes while customs officials are debating whether it is animal or human."
The Space Children (1958),California,4.1,,An alien intelligence aborts the launching of a rocket with the help of a bunch of children.
The Spider (1958),California,4.4,,Teenagers from a rural community and their high school science teacher join forces to battle a giant mutant spider.
The Stationary Bike (2022),California,3.6,,"Richard begins riding a stationary bike to lose weight. Instead, Richard has strange thoughts that someone is following him on his daily rides."
The Stay (2021),California,3.6,,"Two couples rent a secluded house for a weekend getaway, and encounter an odd caretaker while facing a dangerous secret."
The Stoneman (2002),California,8.2,,It all starts with the discovery of a mysterious mummy. Dr. Stevens brings the suspected missing-link's remains back to the United States. Soon the creature's body turns up missing and people are suddenly being brutally murdered.
The Strange Case of Dr. Jekyll and Mr. Hyde (2006),California,3.7,,"Dr. Henry Jekyll experiments with scientific means of revealing the hidden, dark side of man and releases a murderer from within himself."
The Strange Thing About The Johnsons (2011),California,7.1,,A dark domestic-horror drama about the ties that bind--and the ties that really bind.
The Substance (2024),California,7.2,,"A fading celebrity decides to use a black-market drug, a cell-replicating substance that temporarily creates a younger, better version of herself."
The Suckers (1972),California,4.6,,"A rich and powerful big-game hunter tires of tracking and killing animals, and gets an idea--he will invite the owners of a model agency he knows and two of their models to be guests on his estate for the weekend, and use them as the objects of his latest hunt."
The Summer of Massacre (2012),California,2.7,,This anthology slasher film presents eight killers in five gory tales.
The Swinging Barmaids (1975),California,5.3,,A deranged serial killer infiltrates a popular club and slowly starts killing cocktail waitresses.
The Telling (2009),California,3.3,,"For their final task as sorority pledges, three girls must tell the scariest story they know. Once they finish, the votes are in. But has someone taken murder to heart?"
The Terminator (1984),California,8.1,,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation."
The Terror Within (1989),California,4.7,,"When chemical warfare leaves the world barren and filled with mutated monsters, a band of survivors in an underground complex battle one of the creatures that was able to break in."
The Terror Within II (1990),California,4.2,,"In a post-apocalyptic world full of terrifying mutants known as gargoyles, survivors of the last human colony battles against intruding gargoyles a few miles below the Earth's surface."
The Thing in the Apartment (2015),California,6.9,,There's something in Lindsay's apartment...
The Thing That Couldn't Die (1958),California,3.9,,"A psychically gifted young woman discovers a centuries-old crate buried on her aunt's ranch. Opening it, her family discovers the living head of Gideon Drew, a 16th century devil worshiper who was beheaded by Sir Francis Drake."
The Thirst (2006),California,4,,A woman dying of a terminal illness discovers that the only way to save herself may be death itself.
The Tomb (1986),California,3.5,,"A tomb robber steals artifacts from an unmarked tomb in Egypt and sells them to different archeologists in America. This displeases the immortal woman whose tomb has been desecrated, so she follows the artifacts to America, where she busies herself extracting revenge for the theft."
The Toolbox Murders (1978),California,5.2,,A ski-masked maniac kills apartment complex tenants with the contents of a toolbox.
The Tooth Fairy (2006),California,4.4,,"When 12-year-old Pamela goes on vacation with her family to a bed and breakfast, the girl who lives next door tells her the ""true story"" of the Tooth Fairy: Many years earlier, the evil Tooth Fairy slaughtered a countless number of children to take their teeth, and now she has returned to kill Pamela and anyone else who gets in her way."
The Tooth Fairy (2020),California,5.1,,"At the height of the California Gold Rush, two weary miners with nothing to show for their efforts are at each other’s throats. With morale low, one miner discovers a tooth while panning the river-- later “striking gold"" after depositing the tooth into his tin box of prized possessions he keeps under his pillow."
The Touch of Satan (1971),California,2.3,,A young man meets a farm girl who is actually a witch.
The Toy Box (1971),California,4.5,,"When Ralph persuades his girlfriend Donna to participate in a bizarre party, she discovers the guests are there to perform erotic plays in the presence of a corpse, Ralph's millionaire uncle."
The Tripper (2006),California,5,,A Ronald Reagan-obsessed serial killer targets a bunch of hippies who are heading to a weekend-long concert.
The Unborn (1991),California,4.5,,"A couple struggling to conceive visit a miracle doctor as a last hope for having a child. The wife gets pregnant, but after the initial joy comes horror, as she slowly discovers the nightmarish truth behind the doctor's success."
The Unborn II (1994),California,4.2,,"A sinister fertility experiment has created a generation of twisted children. A relentless woman has made it her business to destroy these mutant babies before they destroy the world! One mother and her only friend are torn between love an repulsion of this deformed being and are ready to fight for it's survival, but this baby doesn't need love. It's been programmed to survive at any cost."
The Unseen (1980),California,5.2,,A trio of female reporters find themselves staying overnight in a house occupied by a hostile being lurking in the basement.
The Unwilling (2016),California,4.3,,"After the death of a much despised patriarch, a mysterious box shows up during the reading of the will, forcing the family to reckon with each of their own deadly sins."
The Vatican Tapes (2015),California,4.7,Multiple Locations,A priest and two Vatican exorcists must do battle with an ancient satanic force to save the soul of a young woman.
The Vault (2001),California,3.2,,A teacher and four students visit an old high school that is set to be demolished. They discover the school was a place they use to hold slaves. They discover a basement with a mysterious vault that lies the ultimate evil.
The Velvet Vampire (1971),California,5.4,,"Lee and his wife Susan accept the invitation of mysterious, Diane, to visit her secluded desert estate. Tensions arise when the couple, unaware that Diane is a vampire, realize that they are both objects of the pale temptress seductions."
The Video Dead (1987),California,5,,"A family takes delivery of a new television set, unaware that it is the gateway by which killer zombies enter the world."
The Vineyard (1989),California,4.7,,"World famous winemaker, Elson Po, invites several actors to his estate to audition for a movie he's financing. Little do they know, there is no movie, and Po hides a deadly secret."
The Violent Kind (2010),California,4.6,,"One night at a secluded farmhouse deep in the Northern California woods, a small group of hardened young bikers and their girlfriends are tormented when one of the girls becomes savagely possessed and a gang of ""Rockabillies"" seemingly from the 1950's descends upon them to collect what is growing inside her."
The Walls Are Watching (2022),California,4.8,,"Theodore Souza is a blue collar worker who lost his family to a tragic death, lost his job and now his house as the bank forecloses. When a newlywed couple wins his house in a bank auction, Theodore refuses to accept that his house is no longer his, and he terrorizes the young couple to get them out of the home."
The Wasp Woman (1995),California,4.1,,"In this remake of the 1959 classic,the owner of a cosmetic company works with a Dr. that has been experimenting with a miracle cure for aging. He has extracted an enzyme from queen wasps that eventually change Janice into a giant insect."
The Watcher (2016),California,5.4,,"Unaware of its terrible history, a young couple purchases their dream home. But it soon becomes clear that they may not be alone in the house... and that someone -- or something -- is determined to drive them out."
The Weirdo (1989),California,4.8,,"After years of torment and torture, a disturbed young man snaps and takes out his frustration in particularly violent ways."
The Witch Who Came from the Sea (1976),California,5.6,,"A disturbed woman is haunted by memories of childhood abuse, which culminates in a murder spree."
The Witch's Sabbath (2005),California,3.1,,"A coven of witches mask their true identity by operating the ""Sin and Skin"" strip club in, ""The Witch's Sabbath"". To keep the coven as one, they must behead 666 victims before the arrival of their Dark Lord on Halloween."
The Wizard of Gore (2007),California,4.7,,"Montag the Magnificent (Glover) is a master illusionist who performs at underground venues, selecting female volunteers from his rave-like audiences. To their hysteria, it appears he's dismembered their bodies, but his sleight of hand has them fooled. However, female bodies show up dead from the same wounds performed on stage. Investigators are baffled, and the chase to find the killer begins."
The Worm Eaters (1977),California,3.2,,"A German hermit, who can talk with worms, seeks revenge on the town's mayor by putting mutant worms in everyone's meals and turning them into human worm slaves."
The Zero Boys (1986),California,5.2,,A group of friends travel to a wilderness area to play a survival game. Soon they unexpectedly find themselves in a real-life survival situation.
The Zodiac Killer (1971),California,4.4,,"The San Francisco area is beset by a series of seemingly random murders without motive or pattern. The police are taunted by phone calls and letters. Could the maniac be the violent, truck driver, or the seemingly mild-mannered mailman, or even a cop?"
The Zodiac Rapist (1971),California,5.2,,"A detective is on the trail of the Zodiac, a serial rapist who has been taunting him with rhyming clues and riddles."
There's No Such Thing as Vampires (2020),California,4.7,,"Strangers, Joshua and Ariel, crash into each other in the dead of the night. Before long they find themselves pursued across the North America desert, the target of an unstoppable supernatural force."
They Live (1988),California,7.2,,They influence our decisions without us knowing it. They numb our senses without us feeling it. They control our lives without us realizing it. They live.
They Live in the Grey (2022),California,5,,"Claire, while investigating a child abuse case, discovers that the family is being tormented by a supernatural entity."
They're Playing with Fire (1984),California,5.1,,"A married college professor decides to seduce her student, whom she hired as a handyman for her yacht. The hesitant student succumbs to his buxom professor, but their romance is interrupted by her corrupt husband and a masked murderer."
Thirst (2010),California,4.5,,Two couples roll their truck in the desert 80 miles away from anywhere.
Thirteen Erotic Ghosts (2002),California,4,,"When a Reality-Based TV crew arrives at the creepy old “Waufle House School for Wayward Girls” to prove once and for all if the place is really haunted by the restless Ghosts of Young Lovelies, they get quite an eye-full. Armed with special GHOST-GOGGLES that allow them to see the spirits up close and personal, the crew slowly succumbs to the charms of the Lusting Dead."
This Land (2023),California,5.7,,"Two families from opposite ends of the political spectrum turn on each other after a cabin rental mix up, but must work together to survive after a sinister group emerges with an ancient pact."
Threshold (2019),California,3.9,,A couple experience an intruder during a night of apocalyptic world events and somehow she knows every detail of their life.
Thriller (2018),California,3.6,,A childhood prank comes back to haunt a clique of South Central Los Angeles teens when their victim returns home during their high-school Homecoming weekend.
Thundercrack (1975),California,6,,"With a killer gorilla on the loose, a group of strangers find themselves stranded at a remote mansion of a grieving madwoman one dark and stormy night. They indulge in swapping bizarre personal backstories - and bodily fluids."
Time Walker (1982),California,3.5,,"An alien, buried in King Tut's tomb, terrorizes a college campus."
To All a Goodnight (1980),California,4.6,,A group of teenagers at a party find themselves being stalked by a maniacal killer in a Santa Claus costume.
To Sleep with a Vampire (1993),California,5.1,,"Scott Valentine is a vampire who is torn between his need to feed and his desire to learn about the world of humans. But when he kidnaps Nina, a beautiful but troubled stripper, his world is turned upside down. For after she discovers that he cannot be hurt physically, Nina tries a new tactic… seduction."
Tone-Deaf (2019),California,4.8,,"A woman goes to the countryside to spend a quiet weekend after losing her job and having her last complicated relationship implode. She rents a country house to an old-fashioned widower, who struggles to hide his psychopathic tendencies."
Too Late (2021),California,4.5,,A lonely assistant finally finds love and must escape her monster of a boss before she and her new love become his next meal.
Toolbox Murders (2004),California,5.3,,"A historic Hollywood hotel houses a supernatural evil. It's been subdued for decades, but when renovations start, a series of murders take place."
Toolbox Murders 2 (2013),California,3.3,,"Samantha is kidnapped by a serial killer, locked in a cage, and forced to witness dozens of people being killed. After 10 days in captivity, the killer begins to fall in love with her until she is rescued by police."
Tortured Females (1965),California,3.8,,"Unaware of the local Hooded Strangler lurking around her door, poor Helen Doe decides to visit her aunt but, instead, winds up at the ""House of Horror on the hill."" There, she and six other Tortured Females are held by white slavers."
Totem (1999),California,3.3,,"Six people find themselves transported to a remote cabin surrounded by an invisible barrier. In a nearby graveyard, they discover an ancient, carved stone monument that they dub a totem pole."
Tourist Trap (1979),California,6.2,,A group of young friends stranded at a secluded roadside museum are stalked by a masked assailant who uses his telekinetic powers to control the attraction's mannequins.
Tower of Terror (1997),California,6.2,,A disgraced reporter investigates an abandoned luxury hotel where five people mysteriously disappeared sixty years earlier.
Trapped Ashes (2006),California,4.7,,Seven strangers on a Hollywood movie studio tour are trapped inside an infamous House of Horror and forced to tell their most terrifying stories to get out alive.
Trash Fire (2016),California,5.9,,"When Owen is forced to confront the past he's been running from his whole adult life, he and his girlfriend, Isabel, become entangled in a horrifying web of lies, deceit and murder."
Treehouse (2019),California,4.9,,"Celebrity chef Peter Rake tries to escape a recent wave of negative tabloid exposure by moving away to his family's vacation estate in the woods, but the ghosts of his past are everywhere and debts will be settled."
Trespassers (2018),California,4.9,,Two young couples rent a Mojave desert luxury house for a weekend of fun and coke. The doorbell rings and the body count begins.
Trick or Treat Scooby-Doo! (2022),California,5.8,,"With Coco and kitty in prison, Mystery Inc. thinks that they can finally enjoy a break."
Trick or Treats (1982),California,3.9,,A baby sitter is stuck watching over a young brat on Halloween night who keeps playing vicious pranks on her. To add to her trouble the boy's deranged father has escaped from an asylum and is planning on making a visit.
Trim Season (2023),California,4.7,,"A group of young people go to a remote marijuana farm where they hope to make quick cash. But, they discover the location's dark secrets and now must try to escape the mountain on which they are trapped."
Trip with the Teacher (1975),California,4.6,,"A teacher and her class of female students take a class trip to the desert. Their bus breaks down, and they find themselves terrorized by a gang of psycho bikers."
Troll (1986),California,4.6,,A wicked troll king in search of a mystical ring that will transform him to human form invades a San Francisco apartment complex where a powerful witch lives.
Trophy Heads (2014),California,4.9,,An obsessed fan and his mother kidnap former 'scream queens' and force them to reenact their famous film roles...with deadly results.
Truth or Dare (2013),California,4.2,,"Six college kids find internet stardom when they make ""Truth or Dare"" videos with a violent twist. It is all fun and games until their number one fan decides he wants to play by his own rules."
Truth or Dare (2018),California,5.5,Multiple Locations,A harmless game of Truth or Dare among friends turns deadly when someone - or something - begins to punish those who tell a lie or refuse the dare.
Twentynine Palms (2003),California,5.1,,"David, an American photographer, and his Russian girlfriend Katia are scouting locations for a photo shoot. During the day, they drive through some of the wildest, most bizarre desert landscapes, but their luck begins to run out."
Twice Dead (1988),California,5.3,,"A family moves into an old house. They start getting harassed by a gang, who eventually invade the house while the parents are away and start terrorizing the kids, but they didn't account for the deadly supernatural presence in the house."
Twilight Zone: The Movie (1983),California,6.4,,"Four horror and science fiction segments, directed by four famous directors, each of them being a new version of a classic story from Rod Serling's landmark television series."
Twisted Nightmare (1987),California,4.3,,"A group of teenagers win a trip to a summer camp they had attended as children. However, soon after they get there they begin to disappear one by one. The survivors suspect that the disappearances may be connected to the death of a handicapped child at the camp years before."
Twists of Terror (1997),California,5.2,,"Stuck in the attic of his house, a paranoid man recounts several different tales to an unknown listener in order to explain the dangers of the world."
Twixt (2011),California,4.7,,"A struggling horror writer visiting a small town on a book tour gets caught up in a murder mystery involving a young girl. That night in a dream, he is approached by a mysterious young ghost named V."
Umma (2022),California,4.7,,"Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother."
Unfriended (2014),California,5.6,,"A group of online chatroom friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend."
Unfriended: Dark Web (2018),California,6,,A teen comes into possession of a new laptop and soon discovers that the previous owner is not only watching him but will also do anything to get it back.
Unlucky Charms (2013),California,3.8,,"Five girls vie for a chance to model diva Deedee DeVille's fashion line, but they're soon competing for their lives against four mythical beings, led by the mischievous Farr Darrig."
Unseen Evil (2001),California,3.3,,"A group of hikers led by a college professor are searching the woods for an ancient Indian burial mound. When they discover a likely site, three members of the group reveal themselves to be grave looters, and tie up the others so they can keep the valuable artefacts for themselves. In the course of ransacking the mound, one of them stumbles across a cursed crown that unleashes the mound's guardian: an invisible monster that begins attacking everyone it finds. Will anyone make it back to civilization alive?"
Unseen Evil 2 (2004),California,2.6,,"After a series of brutal, unexplained murders in a remote forest, a rogue military unit is recruited to hunt for whoever - or whatever - has rendered the attacks. In order to carry out the investigation, they need the help of the only survivor, Kate. But first they have to get her released from the mental institution she's been confined to since the horrific attack."
Unspeakable (2000),California,3.8,,"Impotent and unhappy middle-aged James Fhelleps goes murderously around the bend after an automobile accident claims the life of his beloved daughter Heather and turns his nagging wife Alice into a pathetic grotesquely disfigured cripple. James embarks on a savage killing spree, brutally butchering such low-life scum as hookers and drug dealers so he can reach Heather from the other side."
Untitled Horror Movie (2021),California,4.9,,"When six co-stars learn their hit TV show is about to be canceled, they decide to shoot their own film, unintentionally summoning a spirit with an affinity for violence."
Us (2019),California,7,,A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.
Useless Humans (2020),California,4.5,,"A thirtieth birthday and the survival of mankind are left hanging in the balance after a mysterious creature crashes a party, forcing four childhood friends to save the night."
V/H/S (2012),California,5.8,Multiple Locations,"When a group of misfits are hired by an unknown third party to burglarize a desolate house and acquire a rare VHS tape, they discover more found footage than they bargained for."
V/H/S Viral (2014),California,4.2,Multiple Locations,A Los Angeles police chase sends a fame-obsessed man on a wild ride to save his girlfriend from a cybernetic terror.
V/H/S/2 (2013),California,6,Multiple Locations,"Inside a darkened house looms a column of TVs littered with VHS tapes, a pagan shrine to forgotten analog gods. The screens crackle and pop endlessly with monochrome vistas of static white noise permeating the brain and fogging concentration. But you must fight the urge to relax: this is no mere movie night. Those obsolete spools contain more than just magnetic tape. They are imprinted with the very soul of evil."
V/H/S/99 (2022),California,5.1,Multiple Locations,"Witness a hellish vision of 1999, as social isolation, analog technology and disturbing home videos fuse into a nightmare of found footage savagery."
Vacancy (2007),California,6.2,,"A married couple becomes stranded at an isolated motel and finds hidden video cameras in their room. They soon realize that unless they escape, they'll be the next victims of a snuff film."
Valentine (2001),California,4.9,,Five women are stalked by an unknown assailant while preparing for Valentine's Day.
Vamp (1986),California,5.9,,"Two fraternity pledges travel to a sleazy bar in search of a stripper for their college friends, unaware it is occupied by vampires."
Vampire Assassin (2005),California,1.5,,"Martial artist Ron Hall stars in this dark vampire thriller reminiscent of BLADE. Ambitious cop Derek (Hall) is dogged by a phobia that is unfortunate in his line of work. Having witnessed his father’s murder as a young child, he is deathly afraid of blood, but when he takes the law into his own hands to catch underworld counterfeiter Gustoff Slovak, he is forced to face his fear. The operation blows up in his face, resulting in a massacre that leaves Derek the only one of his team to survive. Derek reaches the shocking conclusion that Slovak is actually a vampire, and joins forces with the last in a long line of vampire hunters, Master Kao, who agrees to train Derek in his ancient art. However, in order to combat Slovak–whose past intersects with Derek’s own in disturbing ways–Derek must become that which he hates the most: a vampire."
Vampire Club (2013),California,5.9,,Dorothy and her band of vagrants have been on the run from a pair of vampire hunters for decades.
Vampires of Sorority Row (1999),California,3,,"Pledges at a sorority house are plagued by a former sister who happens to be a vampire. Luckily, each of the new pledges is skilled at kickboxing so they are able to defend themselves."
Vampires on Bikini Beach (1988),California,2,,"Two teenagers find a book called ""The Book of the Dead,"" and soon they discover that a vampire cult, which needs the book to raise the dead so they can take over the world, is after them."
Vampz (2004),California,4.4,,"The downtown jungle of Los Angeles home to the downtrodden, forlorn and desperate makes the perfect roost for this trio of ancient one's. When going out to ""feed"" becomes too dangerous, they concoct a plan to bring their dinner home with a all night massage parlor that offers to cater to the kinkiest of midnight tastes. But when a young woman, who has been evicted by her husband arrives on their doorstep, they don't realize the danger they are letting into their nest."
Velvet Buzzsaw (2019),California,5.7,,"A satire set in the contemporary art world scene of Los Angeles, where big money artists and mega-collectors pay a high price when art collides with commerce."
Venomous (2001),California,4,,"Mutant snakes survived a terrorist attack on a government laboratory, and they now threaten the town of Santa Mira Springs, California. Seismic activity has brought snakes to the surface, where residents are being bitten. Victims can transmit the virus to healthy persons. The military puts the town under quarantine. Local physicians try to control the epidemic, while the military is primarily concerned with keeping the virus a secret."
Verotika (2019),California,1.9,Multiple Locations,Follows the surreal and bloody trilogy of erotic horror stories culled from Danzig's comic.
Victims (1982),California,6.3,,A serial rapist gets acquitted of his crimes due to a police mishandling of the investigation. His victims decide to turn the tables on him and begin stalking him.
Victims (1982),California,4.9,,"Paulie is falling to pieces. His every encounter with the opposite sex ends in violence, while stirring up memories of his prostitute mother and her brutal pimp and the sexually abusive hooker who molested him as a child."
Victims! (1985),California,3.5,,Four young girls on a camping trip in the woods are stalked by a pair of crazed serial killers.
Village of the Damned (1995),California,5.6,,A small town's women give birth to unfriendly alien children posing as humans.
Violated! (1975),California,5.1,,"In this lurid ""sexploitation"" film, a masked serial rapist prowls the streets of Hollywood by night, stalking young female victims."
Viral (2016),California,5.5,,"Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister."
Visible (2020),California,5.8,,A little girl is frightened when she witnesses a basketball game with invisible players.
Visions (2015),California,5.3,,"After moving to a vineyard to start a new life with her husband, a pregnant woman begins to experience terrifying visions."
Vivid (2011),California,3.5,,"A new drug grants its users the ability to place their consciousness into the bodies of other people. Soon, a serial killer begins to use the drug as a way to live and die as other people by forcing his victims to kill themselves."
VooDoo (2017),California,3.6,,"When Dani, an innocent southern girl, vacations to Los Angeles to evade her increasingly complicated life, she learns that escaping her past isn't as easy as she hoped."
Voodoo Man (1944),California,5.3,,"Dr. Richard Marlowe uses a combination of voodoo rite and hypnotic suggestion, attempting to revive his beautiful, but long-dead, wife, by transferring the life essences of several hapless young girls he has kidnapped and imprisoned in the dungeon beneath his mansion."
VW (2017),California,7,,"Two brothers stop at an Air BnB for the night, only to discover that it's being robbed by violent intruders."
Wacko (1982),California,4.8,,"Thirteen years after the ""Lawnmower Killer"" killed her sister, high school student Mary Graves and obsessed detective Dick Harbinger are on the lookout for the killer to reappear during the annual Halloween Pumpkin Prom."
War of the Colossal Beast (1958),California,3.7,Multiple Locations,"Glenn Manning, ""The Amazing Colossal Man,"" believed dead after falling from the Hoover Dam, reemerges in rural Mexico, brain damaged, disfigured, and very hungry."
War Wolves (2009),California,2.8,,A special forces unit heads back to the USA to hunt down a soldier infected with a werewolf virus. Little do they know that three of the female soldiers serving in the unit have also been infected and transformed into she-wolves.
Warlock (1989),California,6.3,Multiple Locations,"A warlock flees from the 17th to the 20th century, with a witch-hunter in hot pursuit."
Warlock Moon (1973),California,5.4,,"A college girl meets a reporter, they take a trip to the country, and they wind up meeting a creepy old woman who lives in a closed-down resort."
Warlock: The Armageddon (1993),California,5.4,,An order of Druids train their children to battle an evil Warlock determined to unleash Satan upon the world by bringing a collection of five mystic rune stones together.
Watchers II (1990),California,4.5,,"A fugitive Marine finds a genetically re-engineered dog psychically linked to a deadly monster created in a lab experiment gone awry. The man, the dog, and a lab assistant come together to stop the escaped monster's rampage."
Watchers Reborn (1998),California,3.8,,An extra-smart dog and detective team up to stop a DNA enhanced killer.
Waxwork (1988),California,6.2,,A wax museum owner uses his horror exhibits to unleash evil on the world.
Waxwork II: Lost in Time (1992),California,5.4,,"In this sequel, a couple must use a portal through time to defeat evil."
We Follow You (2019),California,5.1,,A famed influencer tries to escape her followers after the government conducts a nationwide social media shutdown.
We Still Say Grace (2020),California,5.3,,The teenage daughter of a religious fanatic attempts to escape her father's delusional suicide pact after three strangers break down near her family's remote rural compound.
Welcome Home Brother Charles (1975),California,4.3,,"After being released, a wrongfully imprisoned black man exacts vengeance on those who've crossed him via the power of his newly sentient penis, which may or may not be the result of an experiment gone wrong."
Welcome to Arrow Beach (1974),California,5.4,,A hippie girl wandering on a California beach is taken in by a Korean War veteran who lives in a nearby mansion with his sister. The girl soon begins to suspect that the mansion is home to some very strange goings-on.
Welcome to Willits (2016),California,4.1,,"Deep in the Northern California woods, in the heart of the notorious Emerald Triangle, lies a remote cabin. The residents struggle to fight off the repeated attacks and abductions by mysterious creatures that have plagued them for years. When a local pot farmer is caught up with a wayward group of campers the situation quickly escalates into total carnage."
Werewolves on Wheels (1971),California,4.3,,"A biker gang visits a monastery where they encounter black-robed monks engaged in worshipping Satan. When the monks try to persuade one of the female bikers, Helen, to become a satanic sacrifice the bikers smash up the monastery and leave. The monks have the last laugh, though, as Helen, as a result of the satanic rituals, is now possessed and at night changes into a werewolf, with dire results for the biker gang."
What Ever Happened to Baby Jane? (1962),California,8,,A former child star torments her paraplegic sister in their decaying Hollywood mansion.
What's Love (1987),California,3.9,,"Previously lost re conceptualization of Bill Cable's unfinished early 70s epic titled ""What is Love,"" which deals with themes of romantic obsession and Christian blasphemy."
When a Killer Calls (2006),California,3.9,,A babysitter begins receiving threatening phone calls from a man who has just killed an entire family.
When a Stranger Calls (1979),California,6.5,,"A psychopathic killer terrorizes a babysitter, then returns seven years later to menace her again."
When It Rains in LA (2025),California,7.2,,"Following an Eastern European girl's escape from trauma, she goes on a vacation with friends, where she confronts her unresolved past and the consequences of her relocation."
White Dog (1982),California,7.1,,A trainer attempts to retrain a vicious dog that's been raised to attack black people.
"Wicked, Wicked (1973)",California,5.4,,"A tongue-in-cheek psycho movie in ""Duo-vision."" The entire feature employs the split-screen technique used in parts of Brian De Palma's ""Sisters"" that same year. As a handyman at a seacoast hotel, Randolph Roberts wears a monster mask while he kills and dismembers women with blond hair. Tiffany Bolling is a singer, Scott Brady is a detective and Edd ""Kookie"" Burns is a lifeguard."
Wild in Blue (2014),California,3.8,,"While filming his sadistic relationship with women, a killer's infatuation with a potential victim forces him to confront his past."
Willard (1971),California,6.2,,"A social misfit uses his only friends, his pet rats, to exact revenge on his tormentors."
Willow Creek (2013),California,5.1,,"Jim and his girlfriend Kelly are visiting the infamous Willow Creek, the alleged home of the original Bigfoot legend - the tale of huge ape like creatures that roam the forests of North America. It was there that in 1967, the legendary beast was captured on film and has terrified and mystified generations since. Keen to explore more than 50 years of truth, folklore, misidentifications and hoaxes, Kelly goes along for the ride to keep Him happy, whilst he is determined to prove the story is real by capturing the beast on camera. Deep in the dark and silent woods, isolated and hours from human contact, neither Kelly or Jim are prepared for what is hidden between the trees, and what happens when the cameras start rolling..."
Winchester (2018),California,5.4,,"Ensconced in her sprawling San Jose, California mansion, eccentric firearm heiress Sarah Winchester (Dame Helen Mirren) believes she is haunted by the souls of people killed by the Winchester repeating rifle."
Wishmaster (1997),California,5.8,,"A demonic djinn attempts to grant its owner three wishes, which will allow him to summon his brethren to Earth."
Wishmaster 2: Evil Never Dies (1999),California,5,,"The evil Djinn is awakened once more, and must collect 1001 souls to begin the Apocalypse."
Witch Academy (1995),California,3.8,,Members of an exclusive college sorority (where sadomasochism seems to rule the day) seek twisted new ways to humiliate a new pledge.
Witch Hunt (2021),California,4.7,,"In a modern America where witches are real and witchcraft is illegal, a sheltered teenager must face her own demons and prejudices as she helps two young witches avoid law enforcement and cross the southern border to asylum in Mexico."
Witchboard (1986),California,5.7,,"When his girlfriend becomes dangerously obsessed with a ghost she contacted using a ouija board, Jim reluctantly joins forces with her ex - his own estranged childhood best friend - to identify and exorcise the evil spirit."
Witchboard 2: The Devil’s Doorway (1993),California,5,,"A beautiful young woman starts receiving messages through a ouija board, claiming to be from the former occupant of her apartment. The former tenant claims she's been murdered, but there's no record of a murder or even her death."
Witchcraft (1988),California,3.4,,A new mother and her child move into her mother-in-law's dark old mansion. She soon begns to suspect that neither the house nor her mother-in-law are quite what they seem to be.
Witchcraft 14: Angel of Death (2016),California,2.3,,"The legendary Witchcraft series is back with all the blood, guts, sex and death. Satan Rose unleashes her fury in the form of a curse, led by a coven of sexy witches. In the battle to stop the Angel of Death, will white magic prove stronger than the forces of evil?"
Witchcraft 15: Blood Rose (2016),California,2.1,,"Rose, a legacy witch, becomes a member of a local coven. Seductress Sharon uses her own powers to enter Roses’ body and mind. She uses Rose unwillingly to steal people’s souls. Her ultimate goal: resurrect Satan himself. Will Rose stop her sexy, evil rampage before it is too late?"
Witchcraft 16: Hollywood Coven (2016),California,2.1,,"A film crew shoots a gory movie with realistic special effects. The gore looks real, because it is. The film director, an evil warlock, needs a blood sacrifice to complete his pact with Satan. Who better than the film's scream queen? Who will survive the final cut?"
Witchcraft II: The Temptress (1989),California,3.4,,"Witch from the first Witchcraft movie stalks the now teenage child. She attempts to kill his friends in order to slowly corrupt him to Satan. However the boy is able to defeat the evil Satanic witch, and not enter into Evil with her."
Witchcraft III: The Kiss of Death (1991),California,3.2,,"A warlock refuses to use his powers for evil, but comes across another warlock who isn’t bothered by such trivial matters. In fact, the evil warlock falls for the good warlock’s girlfriend, and decides to get rid of his competition so he can turn the girlfriend into one of his many sex slaves. The good warlock, not quite sure how to handle the situation, turns to an African witch doctor for help."
Witchcraft IV: The Virgin Heart (1992),California,2.7,,Rock musicians are selling their souls to the devil for fame and fortune. An attorney with magical powers attempts to stop it.
Witchcraft V: Dance with the Devil (1993),California,3.1,,"An evil warlock takes over a rock club. He uses beautiful, large-breasted and frequently nude women to try to collect enough souls so that he may be able to bring Satan to Earth."
Witchcraft VI (1994),California,3.2,,A serial killer targets young women wearing gold crosses; Detectives Lutz and Garner enlist Will Spanner to help with the occult angles of the case.
Witchcraft VII: Judgement Hour (1995),California,2.9,,Will Spanner is at it again battling sex starved beautiful demon vampires in the seventh installment of this series. Will enlists the help of cops Lutz and Garner to bring down the evil vampire Martin and his beautiful erotic demonic slaves.
Witchcraft XI: Sisters in Blood (2000),California,2.9,,"Three drama students revive three witches, who want to open a gate to hell; Will Spanner and Kelly get involved, while Detectives Lutz and Garner investigate."
